location	address	adname	cityname	id	importance	name	pname	tel	type	typecode	经	纬	places_code	places	keywords
116.294630,39.973205	巴沟路2号(近地铁10号线巴沟站)北京华联万柳购物中心F1层F111-F119	海淀区	北京市	B000ABBYM3	[]	H&M(北京华联万柳购物中心)	北京市	010-82567286;010-82589435	购物服务;服装鞋帽皮具店;品牌服装店	061101	116.294630	39.973205	110000	北京市	H&M
116.658170,39.889319	北苑南路翠屏北里21号楼京通罗斯福广场F2层	通州区	北京市	B0FFHDU2JC	[]	H&M(京通罗斯福广场)	北京市	010-57308920	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	116.658170	39.889319	110000	北京市	H&M
116.598009,39.926647	朝阳北路17号北京华联常营购物中心东区F1层F1-48&49&50&51	朝阳区	北京市	B0FFFT1EGA	[]	H&M(北京华联常营购物中心东区)	北京市	010-56857300	购物服务;服装鞋帽皮具店;品牌服装店	061101	116.598009	39.926647	110000	北京市	H&M
116.398419,39.893835	前门大街72-82号	东城区	北京市	B000A8WENQ	[]	H&M服装店	北京市	010-67060508	购物服务;服装鞋帽皮具店;品牌服装店	061101	116.398419	39.893835	110000	北京市	H&M
116.411613,39.914070	王府井大街138号新东安广场B1-F2层	东城区	北京市	B000ABBRZE	[]	H&M服装店	北京市	010-58177899	购物服务;服装鞋帽皮具店;品牌服装店	061101	116.411613	39.914070	110000	北京市	H&M
116.652131,40.127730	新顺南大街8号华联购物中心南区F1层	顺义区	北京市	B0FFF4BUQ1	[]	H&M服装店(华联购物中心南区)	北京市	010-81487977	购物服务;服装鞋帽皮具店;品牌服装店	061101	116.652131	40.127730	110000	北京市	H&M
106.516647,29.539720	大坪正街19号英利·大融城F1层	渝中区	重庆市	B0FFFAJBXB	[]	H&M(英利·大融城)	重庆市	023-89870090	购物服务;服装鞋帽皮具店;品牌服装店	061101	106.516647	29.539720	500000	重庆市	H&M
106.572831,29.554126	民权路89号日月光中心广场LG1层	渝中区	重庆市	B0FFFRZT8F	[]	H&M(日月光中心广场店)	重庆市	023-63892216	购物服务;服装鞋帽皮具店;品牌服装店	061101	106.572831	29.554126	500000	重庆市	H&M
106.570795,29.523105	南坪江南城大道1号星光时代广场F3层	南岸区	重庆市	B0FFG3EXG7	[]	H&M(星光时代广场店)	重庆市	023-88515280	购物服务;服装鞋帽皮具店;品牌服装店	061101	106.570795	29.523105	500000	重庆市	H&M
108.384090,30.811634	北滨大道二段998号万达广场万达百货1层	万州区	重庆市	B00179A9ZG	[]	H&M(万达广场)	重庆市	023-58999158	购物服务;服装鞋帽皮具店;品牌服装店	061101	108.384090	30.811634	500000	重庆市	H&M
106.575441,29.555835	民权路26号英利·大融城1-3层	渝中区	重庆市	B0FFFDHAHF	[]	H&M(英利·大融城店)	重庆市	023-63929288	购物服务;服装鞋帽皮具店;品牌服装店	061101	106.575441	29.555835	500000	重庆市	H&M
106.518474,29.516523	谢家湾街道谢家湾正街51号万象城L2层L201/L301	九龙坡区	重庆市	B0FFFYF4E9	[]	H&M(万象城店)	重庆市	023-68415977	购物服务;服装鞋帽皮具店;品牌服装店	061101	106.518474	29.516523	500000	重庆市	H&M
106.494062,29.583330	松石大道148号重庆SM广场1F层	渝北区	重庆市	B0FFFHB268	[]	H&M(重庆SM广场)	重庆市	023-61870753	购物服务;服装鞋帽皮具店;品牌服装店	061101	106.494062	29.583330	500000	重庆市	H&M
106.509190,29.608791	洪湖东路1号重庆财富购物中心2F层	渝北区	重庆市	B0017983JR	[]	H&M(财富购物中心店)	重庆市	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	106.509190	29.608791	500000	重庆市	H&M
113.326658,23.132893	天河路228号正佳广场1层1A006-12	天河区	广州市	B00141I8CW	[]	H&M(正佳广场)	广东省	020-38331729	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.326658	23.132893	440000	广东省	H&M
113.976193,22.537441	深南大道9028号益田假日广场B1层B1-48	南山区	深圳市	B02F38JDLY	[]	H&M(益田假日广场)	广东省	0755-86298737	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.976193	22.537441	440000	广东省	H&M
113.282808,23.126262	中山三路33号中华广场2层2001单元	越秀区	广州市	B00141UXJP	[]	H&M(中华广场)	广东省	020-83739186	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.282808	23.126262	440000	广东省	H&M
113.322722,23.119807	珠江新城花城大道85-87号高德置地广场B1-1层	天河区	广州市	B0FFFO74OY	[]	H&M(高德置地广场·春)	广东省	020-38838077	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.322722	23.119807	440000	广东省	H&M
113.266689,23.172198	云城东路501号万达广场F1层01-68-69-70	白云区	广州市	B00142454N	[]	H&M(万达广场)	广东省	020-23320130	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	113.266689	23.172198	440000	广东省	H&M
113.232253,23.397874	新华街龙珠路39号来又来购物广场1-2层	花都区	广州市	B0FFF3URRM	[]	H&M(花都店)	广东省	020-36984489	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.232253	23.397874	440000	广东省	H&M
113.285025,23.136539	环市东路362-366号好世界广场B1层	越秀区	广州市	B0FFG03FEO	[]	H&M(好世界广场店)	广东省	020-83845113	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.285025	23.136539	440000	广东省	H&M
113.270409,22.834430	大良新桂中路新一城购物广场1层	顺德区	佛山市	B02F512RW4	[]	H&M(新一城购物广场店)	广东省	0757-28099700	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.270409	22.834430	440000	广东省	H&M
114.020447,22.627069	龙华新区人民南路九方购物中心(龙华)1层	龙华区	深圳市	B0FFFWM7I2	[]	H&M(九方购物中心)	广东省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	114.020447	22.627069	440000	广东省	H&M
114.107097,22.543810	深南东路5016号京基百纳空间B1层B109、B110、B111、B112	罗湖区	深圳市	B0FFF3KH93	[]	H&M(京基百纳空间)	广东省	0755-22270309	购物服务;服装鞋帽皮具店;品牌服装店	061101	114.107097	22.543810	440000	广东省	H&M
113.383394,22.511951	中山三路16号利和广场购物中心1层	中山市	中山市	B02F80Q7MV	[]	H&M(利和广场购物中心店)	广东省	0760-88237900	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.383394	22.511951	440000	广东省	H&M
114.116257,22.544852	建设路3018号1234SpaceF1层L101	罗湖区	深圳市	B0FFI032OK	[]	H&M(1234space店)	广东省	0755-22217614	购物服务;服装鞋帽皮具店;品牌服装店	061101	114.116257	22.544852	440000	广东省	H&M
114.059781,22.534197	福华三路118号F1层G-10、F2层L1-32	福田区	深圳市	B0FFFBZ623	[]	H&M(皇庭广场)	广东省	0755-23821550	购物服务;服装鞋帽皮具店;品牌服装店	061101	114.059781	22.534197	440000	广东省	H&M
113.990080,22.525040	白石路8号欢乐海岸购物中心g层034-038	南山区	深圳市	B0FFF4PHY1	[]	H&M(欢乐海岸店)	广东省	0755-86526851	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.990080	22.525040	440000	广东省	H&M
114.229093,22.691230	爱南路666号COCO ParkF2层L2-008、011	龙岗区	深圳市	B02F38VH94	[]	H&M(COCO Park)	广东省	0755-89239045	购物服务;服装鞋帽皮具店;品牌服装店	061101	114.229093	22.691230	440000	广东省	H&M
113.082052,22.611666	白石大道166号国翔汇悦城1层	蓬江区	江门市	B0FFFCULAX	[]	H&M(汇悦城店)	广东省	0750-3718590	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.082052	22.611666	440000	广东省	H&M
113.121960,23.011402	季华五路36号佛山印象城购物广场首层	禅城区	佛山市	B02F510EVF	[]	H&M(印象城东区)	广东省	0757-83382160	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.121960	23.011402	440000	广东省	H&M
114.208100,22.719003	龙平南路1号益田假日天地F1层L1-1-6	东莞市	东莞市	B0FFFKVYFM	[]	H&M(益田假日天地)	广东省	0769-87500062	购物服务;服装鞋帽皮具店;品牌服装店	061101	114.208100	22.719003	440000	广东省	H&M
113.153816,23.011875	季华7路与桂澜路交汇处鹏瑞利季华广场1层	南海区	佛山市	B0FFF45TA0	[]	H&M(怡翠世嘉广场店)	广东省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.153816	23.011875	440000	广东省	H&M
114.418495,23.116271	惠州大道11号佳兆业广场B1层	惠城区	惠州市	B0FFF6YLE7	[]	H&M(佳兆业广场)	广东省	0752-7800821	购物服务;服装鞋帽皮具店;品牌服装店	061101	114.418495	23.116271	440000	广东省	H&M
113.791226,23.021522	东升路星河城F1层	东莞市	东莞市	B03018LLZB	[]	H&M(星河城)	广东省	0769-23836814	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.791226	23.021522	440000	广东省	H&M
113.905978,22.558396	建安一路99号海雅缤纷城B1层B1-064、B1-063	宝安区	深圳市	B0FFF4BQ6D	[]	H&M(海雅缤纷城)	广东省	0755-23597026	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.905978	22.558396	440000	广东省	H&M
113.357961,22.924189	桥南街福德路281号奥园广场1F层107	番禺区	广州市	B00141WWOH	[]	H&M(奥园广场)	广东省	020-31121981	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	113.357961	22.924189	440000	广东省	H&M
113.510896,22.224596	珠海大道8号华发商都B馆1层A1015&A2011	香洲区	珠海市	B0FFFDIMWY	[]	H&M(华发商都店)	广东省	0756-8335860	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	113.510896	22.224596	440000	广东省	H&M
114.243144,22.713382	龙翔大道7188号万科广场1-2层	龙岗区	深圳市	B0FFF80KX0	[]	H&M(龙岗万科店)	广东省	0755-28363040;4008215500	购物服务;服装鞋帽皮具店;品牌服装店	061101	114.243144	22.713382	440000	广东省	H&M
113.542350,22.233295	拱北街道九洲大道富华里商业中心10栋	香洲区	珠海市	B0FFG2A5XJ	[]	H&M(富华里店)	广东省	0756-8996960	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	113.542350	22.233295	440000	广东省	H&M
113.579621,22.275538	凤凰南路1066号扬名广场	香洲区	珠海市	B0FFFEEVBV	[]	H&M(扬名广场店)	广东省	0756-6125599	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	113.579621	22.275538	440000	广东省	H&M
113.240677,23.110672	黄沙大道8号西城都荟F1层L164、L165-L168.L1X、L163、L120-L121	荔湾区	广州市	B0014246JP	[]	H&M(西城都荟)	广东省	020-31018693	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.240677	23.110672	440000	广东省	H&M
113.820785,22.809217	长安镇东门中路1号万达广场万达百货1层	东莞市	东莞市	B03018RE1I	[]	H&M(万达广场)	广东省	0769-83003266	购物服务;服装鞋帽皮具店;品牌服装店|购物服务;专卖店;专营店	061101|061200	113.820785	22.809217	440000	广东省	H&M
114.116217,22.544852	建设路3018号1234Space1-3层	罗湖区	深圳市	B0FFFBEA96	[]	H&M服装店	广东省	0755-22217614	购物服务;服装鞋帽皮具店;品牌服装店	061101	114.116217	22.544852	440000	广东省	H&M
114.110320,22.540431	宝安南路1881号万象城1层、2层226-229	罗湖区	深圳市	B02F391N2L	[]	H&M服装店(万象城)	广东省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	114.110320	22.540431	440000	广东省	H&M
118.126975,24.500264	嘉禾路468号SM城市广场F1层	湖里区	厦门市	B02500UM8Q	[]	H&M(SM城市广场)	福建省	0592-5370755	购物服务;服装鞋帽皮具店;品牌服装店	061101	118.126975	24.500264	350000	福建省	H&M
118.177245,24.504048	仙岳路4666号万达广场万达百货2层	湖里区	厦门市	B02500T1KQ	[]	H&M(湖里万达广场店)	福建省	0592-5572260	购物服务;服装鞋帽皮具店;品牌服装店	061101	118.177245	24.504048	350000	福建省	H&M
118.573734,24.819265	世纪大道888号万达广场万达百货1层	晋江市	泉州市	B0FFHOCG1K	[]	H&M(万达广场)	福建省	0595-82156006	购物服务;服装鞋帽皮具店;品牌服装店	061101	118.573734	24.819265	350000	福建省	H&M
119.325051,26.139336	秀峰路188号泰禾广场F1层	晋安区	福州市	B0FFHW89TA	[]	H&M(泰禾广场)	福建省	0591-87717737	购物服务;服装鞋帽皮具店;品牌服装店	061101	119.325051	26.139336	350000	福建省	H&M
118.092284,24.573594	银江路137号万达广场F1层	集美区	厦门市	B0FFFS4LK1	[]	H&M(万达广场)	福建省	0592-6378301	购物服务;服装鞋帽皮具店;品牌服装店	061101	118.092284	24.573594	350000	福建省	H&M
119.539307,26.652189	天湖东路1号万达广场万达百货1层	蕉城区	宁德市	B02510PRH8	[]	H&M(万达广场)	福建省	0593-2529501	购物服务;服装鞋帽皮具店;品牌服装店	061101	119.539307	26.652189	350000	福建省	H&M
118.081208,24.454900	思明南路39号莱雅百货1楼	思明区	厦门市	B0FFFUKQMX	[]	H&M(中山店)	福建省	0592-2299655	购物服务;服装鞋帽皮具店;品牌服装店	061101	118.081208	24.454900	350000	福建省	H&M
119.273484,26.035887	浦上大道尤溪洲大桥南下桥200米万达广场1F层	仓山区	福州市	B0FFHOCGNN	[]	H&M(万达广场)	福建省	0591-88257031	购物服务;服装鞋帽皮具店;品牌服装店	061101	119.273484	26.035887	350000	福建省	H&M
119.286788,26.062284	工业路233号苏宁广场F1层103	台江区	福州市	B0FFF3WPVN	[]	H&M(苏宁广场)	福建省	0591-83804727	购物服务;服装鞋帽皮具店;品牌服装店	061101	119.286788	26.062284	350000	福建省	H&M
117.676910,24.497196	建元东路2号万达广场F1层	龙文区	漳州市	B02540Q90H	[]	H&M(万达广场)	福建省	0596-2868021	购物服务;购物相关场所;购物相关场所	060000	117.676910	24.497196	350000	福建省	H&M
118.658350,24.920020	安吉南路69号中骏世界城一楼	丰泽区	泉州市	B0FFFWZK30	[]	H&M(中骏世界城店)	福建省	0595-27351011	购物服务;服装鞋帽皮具店;品牌服装店	061101	118.658350	24.920020	350000	福建省	H&M
119.326713,26.070632	长河路88号世欧广场北区	晋安区	福州市	B0FFFQ68FY	[]	H&M(世欧广场店)	福建省	0591-83630132	购物服务;服装鞋帽皮具店;品牌服装店	061101	119.326713	26.070632	350000	福建省	H&M
118.598465,24.882557	宝洲路679号万达广场1层、2层	丰泽区	泉州市	B02530TE78	[]	HM(万达广场)	福建省	0595-28391780	购物服务;服装鞋帽皮具店;品牌服装店	061101	118.598465	24.882557	350000	福建省	H&M
118.609301,24.885821	沉洲路与泉秀街交叉口东北50米	丰泽区	泉州市	B0FFFORHEW	[]	H&M汇美优品	福建省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	118.609301	24.885821	350000	福建省	H&M
112.567690,37.864257	柳巷南路19-21号1-2层贵都百货145B-01	迎泽区	太原市	B0FFFGX8F4	[]	H&M(贵都世纪广场)	山西省	0351-7780220;0351-7779955	购物服务;服装鞋帽皮具店;品牌服装店	061101	112.567690	37.864257	140000	山西省	H&M
106.708674,26.558850	解放路100号鸿通城购物中心F1层	南明区	贵阳市	B0FFFD1NX2	[]	H&M(贵阳鸿通城购物中心店)	贵州省	0851-83936707	购物服务;服装鞋帽皮具店;品牌服装店	061101	106.708674	26.558850	520000	贵州省	H&M
106.719402,26.575901	文昌南路33号亨特CityMallF1层106-114	南明区	贵阳市	B0FFFFP801	[]	H&M(亨特CityMall)	贵州省	0851-85639352	购物服务;服装鞋帽皮具店;品牌服装店	061101	106.719402	26.575901	520000	贵州省	H&M
106.689715,26.569081	花果园大街1号花果园购物中心F2层	南明区	贵阳市	B0FFFDLMTA	[]	H&M(花果园购物中心)	贵州省	0851-85913157	购物服务;服装鞋帽皮具店;品牌服装店	061101	106.689715	26.569081	520000	贵州省	H&M
108.392650,22.811544	民族大道136号万象城f2层269、f3层372	青秀区	南宁市	B03030VGN6	[]	H&M(万象城)	广西壮族自治区	0771-5828230	购物服务;服装鞋帽皮具店;品牌服装店	061101	108.392650	22.811544	450000	广西壮族自治区	H&M
108.318560,22.818056	西关路2号西关新天地B1层	兴宁区	南宁市	B0FFG0XEMB	[]	H&M服装店(西关广场店)	广西壮族自治区	0771-2448560	购物服务;服装鞋帽皮具店;品牌服装店	061101	108.318560	22.818056	450000	广西壮族自治区	H&M
112.449470,34.674589	中州中路245号建业·凯旋广场	西工区	洛阳市	B0FFFDDISW	[]	H&M(凯旋商业广场店)	河南省	0379-60606080	购物服务;服装鞋帽皮具店;品牌服装店	061101	112.449470	34.674589	410000	河南省	H&M
113.601138,34.746933	中原中路171号万达百货1层	中原区	郑州市	B01731DITD	[]	H&M(万达广场)	河南省	0371-60131101	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.601138	34.746933	410000	河南省	H&M
113.680033,34.784606	花园路39号国贸360广场1层	金水区	郑州市	B01731BULM	[]	H&M(新田360广场)	河南省	0371-55623508	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.680033	34.784606	410000	河南省	H&M
113.662665,34.754327	民主路10号万象城L2层L218-220、L3层L317-L318	二七区	郑州市	B0FFF706T0	[]	H&M(万象城)	河南省	0371-55528180	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.662665	34.754327	410000	河南省	H&M
112.453478,34.613421	泉舜购物广场1楼	洛龙区	洛阳市	B0FFFSIPUG	[]	H&M服装店(兴洛西街)	河南省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	112.453478	34.613421	410000	河南省	H&M
114.497690,38.044117	中山东路11号乐汇城1F层1F-W06	长安区	石家庄市	B01370TR1S	[]	H&M(乐汇城)	河北省	0311-67503638;0311-86698777	购物服务;服装鞋帽皮具店;品牌服装店	061101	114.497690	38.044117	130000	河北省	H&M
115.470076,38.877141	朝阳北大街99号万博广场F1层	竞秀区	保定市	B0FFF3N6O7	[]	H&M(万博广场店)	河北省	0312-6095402	购物服务;服装鞋帽皮具店;品牌服装店	061101	115.470076	38.877141	130000	河北省	H&M
114.544411,38.024753	建华南大街136号万达广场裕华店1层1032	裕华区	石家庄市	B0FFFFQ2TM	[]	H&M(万达广场)	河北省	0311-67796268	购物服务;服装鞋帽皮具店;品牌服装店	061101	114.544411	38.024753	130000	河北省	H&M
114.492660,37.061471	中兴大街18号世贸天街B区F1层	桥东区	邢台市	B0FFFV5PSH	[]	H&M(世贸天街店)	河北省	0319-5559505	购物服务;服装鞋帽皮具店;品牌服装店	061101	114.492660	37.061471	130000	河北省	H&M
118.187269,39.624671	新华东道120号1层万达百货	路南区	唐山市	B0FFG4EKKK	[]	H&M服装店	河北省	0315-5102915;0315-5102686	购物服务;服装鞋帽皮具店;品牌服装店	061101	118.187269	39.624671	130000	河北省	H&M
117.221158,31.820056	南二环路3818号万达百货1层	蜀山区	合肥市	B02271AFQC	[]	H&M(天鹅湖万达广场店)	安徽省	0551-63893100	购物服务;服装鞋帽皮具店;品牌服装店	061101	117.221158	31.820056	340000	安徽省	H&M
116.795623,33.954788	人民中路202号中泰国际广场	相山区	淮北市	B0FFFQY2O0	[]	H&M(中泰国际广场)	安徽省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	116.795623	33.954788	340000	安徽省	H&M
117.257248,31.853340	长江西路189号之心城F1层1F-08	蜀山区	合肥市	B0227196F8	[]	H&M(之心城)	安徽省	0551-65193393	购物服务;服装鞋帽皮具店;品牌服装店	061101	117.257248	31.853340	340000	安徽省	H&M
117.231601,31.798856	潜山路与习友路交叉口西北角华润万象城1层	蜀山区	合肥市	B0FFFPLLIR	[]	H&M(合肥华润万象城店)	安徽省	0551-65990530	购物服务;服装鞋帽皮具店;品牌服装店	061101	117.231601	31.798856	340000	安徽省	H&M
116.207379,33.149040	人民北路七彩世界1层	利辛县	亳州市	B0FFFZ8I9W	[]	H&M	安徽省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	116.207379	33.149040	340000	安徽省	H&M
118.367637,31.328790	中山路32号芜湖苏宁广场F1	镜湖区	芜湖市	B0FFFVX1KX	[]	H&M服装店(芜湖苏宁广场店)	安徽省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	118.367637	31.328790	340000	安徽省	H&M
112.976671,28.199944	黄兴中路188号乐和城F1层L1.08	芙蓉区	长沙市	B02DB0TXM0	[]	H&M(乐和城店)	湖南省	0731-89783991	购物服务;服装鞋帽皮具店;品牌服装店	061101	112.976671	28.199944	430000	湖南省	H&M
113.035250,28.133667	万家丽中路三段36号喜盈门商业广场1号楼	雨花区	长沙市	B0FFF6YTWS	[]	H&M(喜盈门店)	湖南省	0731-85126576	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.035250	28.133667	430000	湖南省	H&M
121.386961,31.107885	都市路5001号仲盛世界商城F1层GF66B、67B、83AB	闵行区	上海市	B00155Q865	[]	H&M(仲盛世界商城)	上海市	021-34636711;021-34636776	购物服务;服装鞋帽皮具店;品牌服装店	061101	121.386961	31.107885	310000	上海市	H&M
121.459898,31.230202	南京西路861-885号(近石门一路)	静安区	上海市	B00156EHWQ	[]	H&M(南京西路店)	上海市	021-62710022;021-62709957	购物服务;服装鞋帽皮具店;品牌服装店	061101	121.459898	31.230202	310000	上海市	H&M
121.513142,31.301879	政通路189号特力时尚汇1层	杨浦区	上海市	B00155MDM3	[]	H&M(特力时尚汇店)	上海市	021-33620022;021-33619957	购物服务;服装鞋帽皮具店;品牌服装店	061101	121.513142	31.301879	310000	上海市	H&M
121.441239,31.242688	长寿路155号巴黎春天百货F1层	普陀区	上海市	B00155QE4Z	[]	H&M(巴黎春天百货)	上海市	021-62762255	购物服务;服装鞋帽皮具店;品牌服装店	061101	121.441239	31.242688	310000	上海市	H&M
121.466199,31.219539	淮海中路645-659号B1-4层(近思南路)	黄浦区	上海市	B00156Z8BZ	[]	H&M(淮海店)	上海市	021-53838866	购物服务;服装鞋帽皮具店;品牌服装店	061101	121.466199	31.219539	310000	上海市	H&M
121.472544,31.242759	西藏北路166号上海大悦城1期L1层103	静安区	上海市	B0FFF0DIPK	[]	H&M(上海大悦城1期)	上海市	021-36338999	购物服务;服装鞋帽皮具店;品牌服装店	061101	121.472544	31.242759	310000	上海市	H&M
121.483749,31.236970	南京东路353号悦荟广场3层	黄浦区	上海市	B0FFG0XNNT	[]	H&M(南京东路店)	上海市	021-61156355	购物服务;服装鞋帽皮具店;品牌服装店	061101	121.483749	31.236970	310000	上海市	H&M
121.448157,31.323815	一二八纪念路936号万达百货1-2层	宝山区	上海市	B00157BPRZ	[]	H&M(万达广场)	上海市	021-56688899	购物服务;服装鞋帽皮具店;品牌服装店	061101	121.448157	31.323815	310000	上海市	H&M
121.394798,31.222094	大渡河路178号长风景畔广场F1层	普陀区	上海市	B00156NZ1W	[]	H&M(长风景畔广场)	上海市	021-32571212	购物服务;服装鞋帽皮具店;品牌服装店	061101	121.394798	31.222094	310000	上海市	H&M
121.457972,31.215948	淮海中路999号环贸iapmLG2层LG2-207-210&218-221	徐汇区	上海市	B0FFF4NAHL	[]	H&M(环贸iapm)	上海市	021-54667635	购物服务;服装鞋帽皮具店;品牌服装店	061101	121.457972	31.215948	310000	上海市	H&M
121.428526,31.184127	宜山路455号光启城F1层117	徐汇区	上海市	B00156O58S	[]	H&M(光启城)	上海市	021-34695446;021-34695511	购物服务;服装鞋帽皮具店;品牌服装店	061101	121.428526	31.184127	310000	上海市	H&M
121.499504,31.237014	陆家嘴西路168号正大广场L1层GF20-24	浦东新区	上海市	B00157HG98	[]	H&M(正大广场)	上海市	021-50472196	购物服务;服装鞋帽皮具店;品牌服装店	061101	121.499504	31.237014	310000	上海市	H&M
121.412309,31.232555	中山北路3300号月星环球港B1-B2层	普陀区	上海市	B00157AGWZ	[]	H&M(月星·环球港)	上海市	021-52971006;021-52970953	购物服务;服装鞋帽皮具店;品牌服装店	061101	121.412309	31.232555	310000	上海市	H&M
121.437182,31.197025	华山路2038号百联徐汇商业广场F1-F2层	徐汇区	上海市	B00156YND5	[]	H&M(百联徐汇商业广场)	上海市	021-64071010	购物服务;服装鞋帽皮具店;品牌服装店	061101	121.437182	31.197025	310000	上海市	H&M
121.525343,31.227969	东方路796号96广场F1层125	浦东新区	上海市	B0FFF3IXP6	[]	H&M(96广场)	上海市	021-61590158	购物服务;服装鞋帽皮具店;品牌服装店	061101	121.525343	31.227969	310000	上海市	H&M
121.562707,31.212999	花木路1378号浦东嘉里城F1层L101	浦东新区	上海市	B0FFF3IXRD	[]	H&M(浦东嘉里城)	上海市	021-50106329	购物服务;服装鞋帽皮具店;品牌服装店	061101	121.562707	31.212999	310000	上海市	H&M
121.483394,31.256384	四川北路1578号	虹口区	上海市	B00155MMZP	[]	海恩斯莫里斯(瑞典)	上海市	021-63252255	购物服务;服装鞋帽皮具店;品牌服装店	061101	121.483394	31.256384	310000	上海市	H&M
121.602007,31.204956	祖冲之路1221号,1231号,1239弄5号长泰国际广场L102&L201	浦东新区	上海市	B0FFFR0R08	[]	H&M服装店(长泰广场店)	上海市	021-50680700	购物服务;服装鞋帽皮具店;品牌服装店	061101	121.602007	31.204956	310000	上海市	H&M
114.342537,30.529432	武珞路628号武商亚贸广场F1层	武昌区	武汉市	B001B16O7A	[]	H&M(武商亚贸广场)	湖北省	027-87647903;027-87858771	购物服务;服装鞋帽皮具店;品牌服装店	061101	114.342537	30.529432	420000	湖北省	H&M
114.398404,30.507567	东湖开发区珞喻路889号(光谷转盘旁)光谷广场1F层	洪山区	武汉市	B001B1CC7G	[]	H&M(光谷国际广场店)	湖北省	027-87872661	购物服务;服装鞋帽皮具店;品牌服装店	061101	114.398404	30.507567	420000	湖北省	H&M
114.341517,30.556751	楚河汉街51号	武昌区	武汉市	B0FFG4Q4AV	[]	H&M(楚河汉街店)	湖北省	027-87110696	购物服务;服装鞋帽皮具店;品牌服装店	061101	114.341517	30.556751	420000	湖北省	H&M
114.208153,30.559001	王家湾龙阳大道特6号武汉摩尔城F2层	汉阳区	武汉市	B0FFG65BYS	[]	H&M(武汉摩尔城)	湖北省	027-84762018	购物服务;服装鞋帽皮具店;品牌服装店	061101	114.208153	30.559001	420000	湖北省	H&M
111.308782,30.679996	沿江大道特166号万达广场F1层	伍家岗区	宜昌市	B0FFFD1NX1	[]	H&M(万达广场)	湖北省	0717-6256778	购物服务;服装鞋帽皮具店;品牌服装店	061101	111.308782	30.679996	420000	湖北省	H&M
114.168740,30.619090	张毕湖路2号英特宜家荟聚武汉购物中心	硚口区	武汉市	B0FFFQ2PLY	[]	H&M(荟聚竹叶海购物中心东北)	湖北省	027-83092807	购物服务;服装鞋帽皮具店;品牌服装店	061101	114.168740	30.619090	420000	湖北省	H&M
114.362007,30.616542	和平大道809号奥山世纪广场1层	洪山区	武汉市	B0FFF4DCEN	[]	H&M(奥山世纪城店)	湖北省	027-86862955	购物服务;服装鞋帽皮具店;品牌服装店	061101	114.362007	30.616542	420000	湖北省	H&M
114.267758,30.568483	中山大道238号凯德广场1-2层	硚口区	武汉市	B001B1F3RA	[]	H&M(凯德广场)	湖北省	027-83809288	购物服务;服装鞋帽皮具店;品牌服装店	061101	114.267758	30.568483	420000	湖北省	H&M
114.349501,30.584057	徐东大街120号群星城1F层SL1-01	武昌区	武汉市	B0FFFECWJF	[]	H&M(群星城)	湖北省	027-88070119	购物服务;服装鞋帽皮具店;品牌服装店	061101	114.349501	30.584057	420000	湖北省	H&M
114.268606,30.609962	唐家墩路5号万达广场1F层1-15	江汉区	武汉市	B001B1H6F9	[]	H&M(万达广场)	湖北省	027-85875553	购物服务;服装鞋帽皮具店;品牌服装店	061101	114.268606	30.609962	420000	湖北省	H&M
111.793309,30.826099	长坂坡宾馆对面	当阳市	宜昌市	B0FFFWGXXS	[]	H&M	湖北省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	111.793309	30.826099	420000	湖北省	H&M
